locality,year,price
MARIBYRNONG,2019,961500
MARONG,2019,420000
MARSHALL,2019,486500
MARYBOROUGH,2019,236000
MARYSVILLE,2019,462500
MCCRAE,2019,795000
MCKENZIE HILL,2019,536500
MCKINNON,2019,1516000
MCLOUGHLINS BEACH,2019,210000
MEADOW HEIGHTS,2019,474000
MEENIYAN,2019,424500
MELTON,2019,385000
MELTON SOUTH,2019,390000
MELTON WEST,2019,428000
MENTONE,2019,1031000
MERBEIN,2019,210000
MERINDA PARK,2019,476000
MERNDA,2019,552000
MERRIJIG (MANSFIELD),2019,422500
METUNG,2019,440000
MICKLEHAM,2019,525000
MIDDLE PARK,2019,2775000
MILDURA,2019,310000
MILL PARK,2019,653000
MILLGROVE,2019,415000
MINERS REST,2019,427500
MINYIP,2019,114500
MIRBOO NORTH,2019,327500
MITCHAM,2019,942000
MITCHELL PARK,2019,313000
MOE,2019,210000
MONBULK,2019,630000
MONT ALBERT,2019,1690000
MONT ALBERT NORTH,2019,1380000
MONTMORENCY,2019,856000
MONTROSE,2019,707500
MOONEE PONDS,2019,1300000
MOORABBIN,2019,1065000
MOOROOLBARK,2019,670000
MOOROOP,2019,247500
MORDIALLOC,2019,1017500
MORNINGTON,2019,807000
MORTLAKE,2019,164000
MORWELL,2019,179000
MOUNT BEAUTY,2019,294000
MOUNT CLEAR,2019,396500
MOUNT DANDENONG,2019,690000
MOUNT DUNEED,2019,557000
MOUNT ELIZA,2019,1180000
MOUNT EVELYN,2019,636000
MOUNT HELEN,2019,417000
MOUNT MACEDON,2019,775000
MOUNT MARTHA,2019,1262500
MOUNT PLEASANT,2019,377500
MOUNT WAVERLEY,2019,1270000
MULGRAVE,2019,840000
MURCHISON,2019,244500
MURRUMBEE,2019,1243000
MURTOA,2019,119000
MYRTLEFORD,2019,325000
GAMBIE,2019,414000
RRE WARREN,2019,589000
RRE WARREN NORTH,2019,1100000
RRE WARREN SOUTH,2019,625000
THALIA,2019,229000
NEERIM SOUTH,2019,413000
NELSON,2019,247500
NERRI,2019,617500
NEW GISBORNE,2019,695000
NEWBOROUGH,2019,255000
NEWCOMB,2019,435000
NEWINGTON,2019,490000
NEWLANDS ARM,2019,443000
NEWPORT,2019,1055000
NEWSTEAD,2019,436000
NEWTOWN (GREATER GEELONG),2019,832000
NHILL,2019,137000
NICHOLS POINT,2019,430000
NIDDRIE,2019,1070000
NOBLE PARK,2019,625500
NOBLE PARK NORTH,2019,610000
NORLANE,2019,350000
NORTH BENDIGO,2019,325000
NORTH GEELONG,2019,500000
NORTH MELBOURNE,2019,1352500
NORTH WONTHAGGI,2019,389000
NORTHCOTE,2019,1303500
NOTTING HILL,2019,880000
NUMURKAH,2019,250000
NUWADING,2019,951000
NYAH WEST,2019,85000
NYORA,2019,370000
OAK PARK,2019,840000
OAKLEIGH,2019,1101000
OAKLEIGH EAST,2019,950000
OAKLEIGH SOUTH,2019,910500
OCEAN GROVE,2019,695000
OFFICER,2019,545500
OFFICER SOUTH,2019,714000
OLINDA,2019,746500
OMEO,2019,250000
ORBOST,2019,185500
ORMOND,2019,1475000
OSBORNE,2019,777500
OUYEN,2019,99000
PAKENHAM,2019,486000
PARADISE BEACH,2019,200000
PARK ORCHARDS,2019,1510000
PARKDALE,2019,1157500
PARKVILLE,2019,1480000
PASCOE VALE,2019,855000
PASCOE VALE SOUTH,2019,950000
PATTERSON GARDENS,2019,920000
PATTERSON LAKES,2019,925000
PAYNESVILLE,2019,340000
PEARCEDALE,2019,660000
PETERBOROUGH,2019,419000
PIONEER BAY,2019,310000
PLENTY,2019,1301000
POINT COOK,2019,640000
POINT LONSDALE,2019,827500
POREPUNKAH,2019,530000
PORT ALBERT,2019,250000
PORT FAIRY,2019,625000
PORT FRANKLIN,2019,302500
PORT MELBOURNE,2019,1400000
PORT WELSHPOOL,2019,315000
PORTARLINGTON,2019,625000
PORTLAND,2019,267000
PORTLAND NORTH,2019,276000
PORTSEA,2019,1950000
PRAHRAN,2019,1520000
PRESTON,2019,940000
PRINCES HILL,2019,2035000
PYRAMID HILL,2019,120000
QUARRY HILL,2019,395000
QUEENSCLIFF,2019,950000
RAINBOW,2019,75000
RAYMOND ISLAND,2019,300000
RED CLIFFS,2019,217500
REDAN,2019,357000
RESEARCH,2019,937500
RESERVOIR,2019,754000
RHYLL,2019,565000
RICHMOND,2019,1260000
RIDDELLS CREEK,2019,710000
RINGWOOD,2019,803000
RINGWOOD EAST,2019,809000
RINGWOOD NORTH,2019,871000
RIPPLESIDE,2019,825000
ROBINVALE,2019,231500
ROCHESTER,2019,255000
ROCKBANK,2019,497000
ROMSEY,2019,580500
ROSAN,2019,1042500
ROSEBUD,2019,550000
ROSEBUD SOUTH,2019,697000
ROSEDALE,2019,247000
ROWVILLE,2019,820000
ROXBURGH PARK,2019,543000
RUPANYUP,2019,100500
RUSHWORTH,2019,205000
RUTHERGLEN,2019,282500
RYE,2019,690000
SAFETY BEACH,2019,793500
SAILORS GULLY,2019,280000
SALE,2019,325000
SAN REMO,2019,554500
SANCTUARY LAKES,2019,625000
SANDHURST,2019,812500
SANDRINGHAM,2019,1650000
SANDY POINT,2019,410000
SASSAFRAS,2019,805000
SAWMILL SETTLEMENT,2019,441000
SCORESBY,2019,767000
SEA LAKE,2019,100000
SEABROOK,2019,626500
SEAFORD,2019,655000
SEAHOLME,2019,1020000
SEASPRAY,2019,265000
SEBASTOPOL,2019,315000
SEDDON,2019,960000
SELBY,2019,601500
SEVILLE,2019,620000
SEVILLE EAST,2019,580000
SEYMOUR,2019,300000
SHEPPARTON,2019,282000
SHEPPARTON NORTH,2019,393000
SHOREHAM,2019,1400000
SILVERLEAVES,2019,618500
SKENES CREEK,2019,667500
SKIPTON,2019,200000
SKYE,2019,597500
SMITHS BEACH,2019,624500
SMYTHESDALE,2019,342500
SOLDIERS HILL,2019,480000
SOMERS,2019,950000
SOMERVILLE,2019,600000
SORRENTO,2019,1470000
SOUTH DUDLEY,2019,339000
SOUTH GEELONG,2019,702500
SOUTH KINGSVILLE,2019,859000
SOUTH MELBOURNE,2019,1355000
SOUTH MORANG,2019,625500
SOUTH YARRA,2019,1850000
SPOTSWOOD,2019,950000
SPRING GULLY,2019,386500
SPRINGVALE,2019,743000
SPRINGVALE SOUTH,2019,679000
ST ALBANS,2019,591000
ST ALBANS PARK,2019,422000
ST ANDREWS BEACH,2019,930000
ST ARUD,2019,175000
ST HELE,2019,905000
ST KILDA,2019,1600000
ST KILDA EAST,2019,1560500
ST KILDA WEST,2019,2465000
ST LEORDS,2019,562500
STANHOPE,2019,187500
STAWELL,2019,189000
STRATFORD,2019,316500
STRATHDALE,2019,451000
STRATHFIELDSAYE,2019,476500
STRATHMERTON,2019,195000
STRATHMORE,2019,1322500
STRATHMORE HEIGHTS,2019,800000
STRATHTULLOH,2019,507500
STUDFIELD,2019,811000
SUNBURY,2019,533500
SUNDERLAND BAY,2019,413500
SUNNYCLIFFS,2019,229500
SUNSET STRIP,2019,460000
SUNSHINE,2019,720000
SUNSHINE NORTH,2019,638000
SUNSHINE WEST,2019,635000
SURF BEACH,2019,525000
SURREY HILLS,2019,1890000
SWAN HILL,2019,285000
SWAN REACH,2019,450000
SYDENHAM,2019,599500
SYNDAL,2019,1524500
TALLANGATTA,2019,257500
TARNEIT,2019,555000
TATURA,2019,276500
TAWONGA SOUTH,2019,422500
TAYLORS HILL,2019,702000
TAYLORS LAKES,2019,750000
TECOMA,2019,662500
TEMPLESTOWE,2019,1281500
TEMPLESTOWE LOWER,2019,1080000
TERANG,2019,188500
THE BASIN,2019,695000
THE HONEYSUCKLES,2019,336000
THE PATCH,2019,755000
THOMASTOWN,2019,593500
THOMSON (GREATER GEELONG),2019,400500
THORNBURY,2019,1150000
THORNHILL PARK,2019,535000
TIMBOON,2019,260000
TONGALA,2019,234500
TOONGABBIE,2019,270000
TOORA,2019,275000
TOORADIN,2019,700000
TOORAK,2019,4550000
TOOTGAROOK,2019,586000
TORQUAY,2019,816500
TRAFALGAR,2019,396500
TRARALGON,2019,326500
TRARALGON EAST,2019,470000
TRAVANCORE,2019,1125000
TRENTHAM,2019,614000
TRUGANI,2019,575000
TULLAMARINE,2019,612000
TYABB,2019,586500
UPPER FERNTREE GULLY,2019,642500
UPWEY,2019,702500
VENTNOR,2019,540000
VENUS BAY,2019,330000
VERMONT,2019,937000
VERMONT SOUTH,2019,1165000
VIEWBANK,2019,920000
VIOLET TOWN,2019,287500
WAHGUNYAH,2019,355000
WALKERVILLE,2019,334500
WALLAN,2019,480000
WALLAN EAST,2019,450000
WANDA HEIGHTS,2019,766500
WANDIN NORTH,2019,630000
WANGARATTA,2019,319000
WANTIR,2019,860000
WANTIR SOUTH,2019,988500
WARBURTON,2019,512500
WARNEET,2019,512500
WARRACKBEAL,2019,118000
WARRAGUL,2019,460000
WARRANDYTE,2019,994000
WARRANWOOD,2019,935000
WARRMBOOL,2019,370000
WATERWAYS,2019,1270000
WATSONIA,2019,736000
WATSONIA NORTH,2019,726500
WATTLE GLEN,2019,778500
WAURN PONDS,2019,641500
WEDDERBURN,2019,138500
WEIR VIEWS,2019,465000
WENDOUREE,2019,335000
WENDOUREE WEST,2019,259000
WERRIBEE,2019,505000
WERRIBEE SOUTH,2019,744500
WEST FOOTSCRAY,2019,785000
WEST MELBOURNE,2019,1017500
WEST WODONGA,2019,342500
WESTALL,2019,741000
WESTGARTH,2019,1492500
WESTMEADOWS,2019,620000
WHEELERS HILL,2019,1010000
WHITE HILLS,2019,330000
WHITTINGTON,2019,377500
WHITTLESEA,2019,580000
WILLIAMS LANDING,2019,657000
WILLIAMSTOWN,2019,1350000
WILLIAMSTOWN NORTH,2019,950000
WIMBLEDON HEIGHTS,2019,386500
WINCHELSEA,2019,430000
WINDSOR,2019,1350000
WINTER VALLEY,2019,435000
WODONGA,2019,331000
WOLLERT,2019,575000
WONGA PARK,2019,1111000
WONTHAGGI,2019,375000
WOODEND,2019,747500
WOOLAMAI WATERS,2019,495500
WOORI YALLOCK,2019,510000
WURRUK,2019,210000
WY YUNG,2019,349500
WYCHEPROOF,2019,141500
WYNDHAM VALE,2019,465000
YACKANDANDAH,2019,497500
YALLAMBIE,2019,792500
YALLOURN NORTH,2019,191000
YARRA GLEN,2019,670000
YARRA JUNCTION,2019,582500
YARRAGON,2019,410000
YARRAM,2019,240000
YARRAVILLE,2019,974000
YARRAWONGA,2019,375000
YEA,2019,441000
YINR,2019,255000
ABBOTSFORD,2020,1205000
ABERFELDIE,2020,1620000
AINTREE,2020,685000
AIREYS INLET,2020,1125000
AIRPORT WEST,2020,807500
ALBANVALE,2020,540000
ALBERT PARK,2020,1890000
ALBION,2020,727500
ALEXANDRA,2020,380000
ALFREDTON,2020,510000
ALLANSFORD,2020,362000
ALPHINGTON,2020,1857500
ALTO,2020,927500
ALTO EAST,2020,870000
ALTO MEADOWS,2020,642500
ALTO NORTH,2020,840000
ANGLESEA,2020,1070000
APOLLO BAY,2020,710000
ARARAT,2020,244000
ARDEER,2020,615000
ARMADALE,2020,2575000
ARMSTRONG CREEK,2020,555000
ASCOT (GREATER BENDIGO),2020,467500
ASCOT VALE,2020,1275000
ASHBURTON,2020,1590000
ASHWOOD,2020,1250000
ASPENDALE,2020,1115000
ASPENDALE GARDENS,2020,970000
ATTWOOD,2020,750000
AVENEL,2020,450000
AVOCA,2020,280000
AVONDALE HEIGHTS,2020,840000
AVONSLEIGH,2020,615000
BACCHUS MARSH,2020,518000
BADGER CREEK,2020,550000
BAIRNSDALE,2020,290000
BALACLAVA,2020,1395000
BALCOMBE,2020,1300000
BALLAN,2020,500000
BALLARAT CENTRAL,2020,560000
BALLARAT EAST,2020,398000
BALLARAT NORTH,2020,423000
BALRRING,2020,938500
BALRRING BEACH,2020,1210000
BALWYN,2020,2260000
BALWYN NORTH,2020,1875000
BANNOCKBURN,2020,555000
BARANDUDA,2020,425000
BARWARTHA,2020,345000
BARWON HEADS,2020,1240000
BAXTER,2020,567500
BAYSWATER,2020,746500
BAYSWATER NORTH,2020,730000
BEACONSFIELD,2020,717500
BEACONSFIELD UPPER,2020,818000
BEAUFORT,2020,322000
BEAUMARIS,2020,1705000
BEECHWORTH,2020,490000
BELGRAVE,2020,680000
BELGRAVE HEIGHTS,2020,737500
BELGRAVE SOUTH,2020,845000
BELL PARK,2020,497500
BELL POST HILL,2020,507000
BELLFIELD (BANYULE),2020,800000
BELMONT,2020,605000
BELLA,2020,302000
BENDIGO,2020,499000
BENTLEIGH,2020,1505000
BENTLEIGH EAST,2020,1252500
BERWICK,2020,701500
BEVERIDGE,2020,552000
BIRCHIP,2020,127500
BIRREGURRA,2020,467000
BITTERN,2020,630000
BLACK HILL,2020,491000
BLACK ROCK,2020,1867500
BLACKBURN,2020,1404000
BLACKBURN NORTH,2020,1080000
BLACKBURN SOUTH,2020,1101000
BLACKWOOD,2020,477500
BLAIRGOWRIE,2020,1143500
BLIND BIGHT,2020,565000
BONBEACH,2020,901500
BONNIE DOON,2020,372500
BONSHAW,2020,435000
BOOLARRA,2020,255000
BOORT,2020,165000
BORONIA,2020,715000
BOTANIC RIDGE,2020,730000
BOX HILL,2020,1470000
BOX HILL NORTH,2020,1180000
BOX HILL SOUTH,2020,1255000
BRAYBROOK,2020,679500
BREAKWATER,2020,410000
BRIAGOLONG,2020,270000
BRIAR HILL,2020,881500
BRIGHT,2020,700000
BRIGHTON,2020,3065000
BRIGHTON EAST,2020,1950000
BROADFORD,2020,452500
BROADMEADOWS,2020,555000
BROOKFIELD,2020,500000
BROOKLYN,2020,670000
BROWN HILL,2020,487500
BRUNSWICK,2020,1100000
BRUNSWICK EAST,2020,1290000
BRUNSWICK WEST,2020,1180000
BRUTHEN,2020,345000
BULLEEN,2020,1178500
BUNDALONG,2020,712500
BUNDOORA,2020,744000
BUNINYONG,2020,587500
BUNYIP,2020,540000
BURNSIDE,2020,660000
BURNSIDE HEIGHTS,2020,655000
BURWOOD,2020,1277500
BURWOOD EAST,2020,1050000
CAIRNLEA,2020,807500
CALIFORNIA GULLY,2020,320000
CAMBERWELL,2020,2060000
CAMPBELLFIELD,2020,537500
CAMPBELLS CREEK,2020,540000
CAMPERDOWN,2020,295000
CADIAN,2020,426000
CANTERBURY,2020,2700000
CAPE PATERSON,2020,635500
CAPE SCHANCK,2020,1095500
CAPEL SOUND,2020,580000
CARISBROOK,2020,301500
CARLTON,2020,1415000
CARLTON NORTH,2020,1500000
CARNEGIE,2020,1420000
CAROLINE SPRINGS,2020,650000
CARRUM,2020,830000
CARRUM DOWNS,2020,576000
CASTERTON,2020,161500
CASTLEMAINE,2020,545000
CAULFIELD,2020,1811000
CAULFIELD EAST,2020,1418000
CAULFIELD NORTH,2020,2286000
CAULFIELD SOUTH,2020,1750000
CHADSTONE,2020,1105000
CHARLEMONT,2020,530000
CHARLTON,2020,149500
CHELSEA,2020,965000
CHELSEA HEIGHTS,2020,802000
CHELTENHAM,2020,1160000
CHELTENHAM EAST,2020,1001000
CHELTENHAM NORTH,2020,922500
CHEWTON,2020,605000
CHILTERN,2020,321000
CHIRNSIDE PARK,2020,770500
CHURCHILL,2020,226000
CLARINDA,2020,854000
CLAYTON,2020,1050000
CLAYTON NORTH,2020,1235000
CLAYTON SOUTH,2020,830000
CLIFTON HILL,2020,1375000
CLIFTON SPRINGS,2020,518500
CLUNES,2020,357500
CLYDE,2020,576500
CLYDE NORTH,2020,610000
COBBLEBANK,2020,510000
COBDEN,2020,271000
COBRAM,2020,300000
COBURG,2020,1095000
COBURG EAST,2020,975000
COBURG NORTH,2020,912500
COCKATOO,2020,610000
COHU,2020,232500
COLAC,2020,350000
COLDSTREAM,2020,648000
COLERAINE,2020,127000
COLLINGWOOD,2020,1158000
COOLAROO,2020,477000
COONS HILL,2020,1055000
COONGULLA,2020,285000
CORINELLA,2020,505000
CORIO,2020,390000
CORONET BAY,2020,407500
CORRYONG,2020,226500
COWES,2020,587500
COWES WEST,2020,545000
CRAIGIEBURN,2020,567500
CRANBOURNE,2020,520000
CRANBOURNE EAST,2020,583000
CRANBOURNE NORTH,2020,589000
CRANBOURNE SOUTH,2020,634000
CRANBOURNE WEST,2020,550000
CREMORNE,2020,1305000
CRESWICK,2020,387500
CRIB POINT,2020,580000
CROYDON,2020,787500
CROYDON HILLS,2020,920000
CROYDON NORTH,2020,860500
CROYDON SOUTH,2020,740000
CURLEWIS,2020,570000
DALLAS,2020,466000
DALYSTON,2020,423000
DANDENONG,2020,625000
DANDENONG NORTH,2020,640000
DARLEY,2020,505000
DAYLESFORD,2020,682500
DEANSIDE,2020,352500
DEEPDENE,2020,3150000
DEER PARK,2020,580000
DELACOMBE,2020,415000
DELAHEY,2020,575000
DENNINGTON,2020,392500
DERRIMUT,2020,658000
DIAMOND CREEK,2020,802000
DIGGERS REST,2020,560000
DIMBOOLA,2020,154000
DINGLEY VILLAGE,2020,930000
DINNER PLAIN,2020,572000
DOLD,2020,140000
DONCASTER,2020,1280000
DONCASTER EAST,2020,1250000
DONNYBROOK,2020,627500
DONVALE,2020,1192500
DOREEN,2020,625000
DOVETON,2020,498000
DROMA,2020,760000
DROUIN,2020,470000
DRYSDALE,2020,585000
DUNKELD,2020,280000
DUNOLLY,2020,209500
EAGLE POINT,2020,372000
EAGLEHAWK,2020,360000
EAGLEMONT,2020,1970000
EAST BAIRNSDALE,2020,313500
EAST BENDIGO,2020,380000
EAST GEELONG,2020,815000
EAST MELBOURNE,2020,2350000
EAST WARBURTON,2020,509000
EASTWOOD,2020,415000
ECHUCA,2020,411000
EDENHOPE,2020,143000
EDITHVALE,2020,1005000
EILDON,2020,285000
ELLIMINYT,2020,465000
ELMORE,2020,235000
ELSTERNWICK,2020,2101500
ELTHAM,2020,1000000
ELTHAM NORTH,2020,1050000
ELWOOD,2020,2050000
EMERALD,2020,730000
ENDEAVOUR HILLS,2020,671000
EPPING,2020,576500
EPSOM,2020,431000
ESSENDON,2020,1485000
ESSENDON NORTH,2020,1108000
ESSENDON WEST,2020,1287500
EUMEMMERRING,2020,550000
EUREKA,2020,412500
EUROA,2020,360000
EYNESBURY,2020,600000
FAIRFIELD,2020,1395500
FAIRHAVEN,2020,1478000
FAWKNER,2020,710000
FERNTREE GULLY,2020,750000
FERNY CREEK,2020,908000
FINGAL,2020,1312500
FITZROY,2020,1397500
FITZROY NORTH,2020,1595000
FIVEWAYS,2020,528500
FLEMINGTON,2020,1035000
FLINDERS,2020,2085000
FLORA HILL,2020,392500
FLOWERDALE,2020,400000
FOOTSCRAY,2020,880000
FOREST HILL,2020,986000
FOSTER,2020,387500
FRANKSTON,2020,621500
FRANKSTON NORTH,2020,450000
FRANKSTON SOUTH,2020,860000
FRASER RISE,2020,625000
FYANSFORD,2020,800500
GARDEN CITY,2020,1602500
GARDENVALE,2020,1900000
GARFIELD,2020,590000
GEELONG,2020,902000
GEELONG WEST,2020,749000
GEMBROOK,2020,680000
GISBORNE,2020,810000
GLADSTONE PARK,2020,640000
GLEN HUNTLY,2020,1295000
GLEN IRIS,2020,2125000
GLEN WAVERLEY,2020,1295000
GLENROWAN,2020,375000
GLENROY,2020,740000
GOLDEN BEACH,2020,260000
GOLDEN POINT (BALLARAT),2020,437500
GOLDEN SQUARE,2020,375000
GORDON,2020,618000
GOUGHS BAY,2020,360000
GOWANBRAE,2020,690500
GRANTVILLE,2020,440000
GREEN LAKE,2020,360000
GREENSBOROUGH,2020,850000
GREENVALE,2020,718500
GROVEDALE,2020,550000
HADFIELD,2020,745000
HALLAM,2020,600000
HALLS GAP,2020,350000
HAMILTON,2020,252500
HAMLYN HEIGHTS,2020,561000
HAMPTON,2020,2000000
HAMPTON EAST,2020,1290500
HAMPTON PARK,2020,539000
HARCOURT,2020,527500
HARKNESS,2020,490000
HASTINGS,2020,562000
HASTINGS WEST,2020,487500
HAWTHORN,2020,2492500
HAWTHORN EAST,2020,2297500
HEALESVILLE,2020,600000
HEATHCOTE,2020,372500
HEATHERTON,2020,973000
HEATHMONT,2020,930000
HEIDELBERG,2020,1300000
HEIDELBERG HEIGHTS,2020,800000
HEIDELBERG WEST,2020,713000
HEPBURN,2020,535000
HEPBURN SPRINGS,2020,570000
HERNE HILL,2020,600000
HEYFIELD,2020,230000
HEYWOOD,2020,185000
HIGHETT,2020,1312500
HIGHTON,2020,742500
HILLSIDE (MELTON),2020,680000
HOPETOUN,2020,150000
HOPPERS CROSSING,2020,550000
HORSHAM,2020,260000
HUGHESDALE,2020,1250000
HUNTINGDALE,2020,1067500
HUNTLY,2020,388000
HURSTBRIDGE,2020,775000
INDENTED HEAD,2020,590000
INGLEWOOD,2020,212000
INVERLOCH,2020,665000
INVERMAY PARK,2020,485000
IRONBARK,2020,438500
IRYMPLE,2020,352000
IVANHOE,2020,1630000
IVANHOE EAST,2020,2055000
JACA,2020,555000
JACKASS FLAT,2020,401000
JAN JUC,2020,961000
JEERALANG NORTH,2020,241000
JEPARIT,2020,110000
JUNCTION VILLAGE,2020,515000
JUNORTOUN,2020,599000
KALIM,2020,350000
KALKALLO,2020,555000
KALLISTA,2020,707500
KALORAMA,2020,697500
KANGAROO FLAT,2020,380000
KANGAROO GROUND SOUTH,2020,970000
KANIVA,2020,115000
KEALBA,2020,600000
KEILOR,2020,880000
KEILOR DOWNS,2020,662000
KEILOR EAST,2020,841000
KEILOR LODGE,2020,757500
KEILOR PARK,2020,735000
KENNINGTON,2020,426500
KENSINGTON,2020,1103500
KERANG,2020,197000
KEW,2020,2210000
KEW EAST,2020,1785000
KEW NORTH,2020,1805000
KEYSBOROUGH,2020,765500
KIALLA,2020,473500
KILCUNDA,2020,670000
KILLARA (WODONGA),2020,447500
KILMORE,2020,475000
KILSYTH,2020,680000
KILSYTH SOUTH,2020,865000
KINGLAKE,2020,600000
KINGS PARK,2020,550000
KINGSBURY,2020,732500
KINGSVILLE,2020,988500
KNOXFIELD,2020,810000
KOO WEE RUP,2020,535000
KOONDROOK,2020,234500
KOOYONG,2020,3625000
KOROIT,2020,395000
KORUMBURRA,2020,379000
KURUNJANG,2020,431000
KYABRAM,2020,280000
KYNETON,2020,614000
LAKE BOGA,2020,230000
LAKE GARDENS,2020,624000
LAKE TYERS BEACH,2020,375000
LAKE WENDOUREE,2020,1000000
LAKES ENTRANCE,2020,350000
LALOR,2020,623500
LANCEFIELD,2020,540000
LANG LANG,2020,540000
LANGWARRIN,2020,660000
LARA,2020,535000
LARA LAKE,2020,575000
LAUNCHING PLACE,2020,572500
LAVERTON,2020,560000
LAVERTON SOUTH,2020,647500
LEITCHVILLE,2020,123500
LENEVA,2020,477500
LEONGATHA,2020,420000
LEOPOLD,2020,535000
LILYDALE,2020,720000
LINTON,2020,337500
LISMORE,2020,220000
LOCH SPORT,2020,247000
LONG GULLY,2020,299500
LONGWARRY,2020,427500
LORNE,2020,1460000
LOVELY BANKS,2020,563500
LOWER PLENTY,2020,905000
LUCAS,2020,465000
LUCKNOW,2020,314500
LYNBROOK,2020,660000
LYNDHURST,2020,701500
LYSTERFIELD,2020,1009500
MACEDON,2020,883000
MACLEOD,2020,970000
MADDINGLEY,2020,520000
MAFFRA,2020,315000
MAIDEN GULLY,2020,585000
MAIDSTONE,2020,780000
MALDON,2020,545000
MALLACOOTA,2020,407500
MALMSBURY,2020,470000
MALVERN,2020,2748000
MALVERN EAST,2020,1865000
MANIFOLD HEIGHTS,2020,815000
MANOR LAKES,2020,570000
MANSFIELD,2020,510000
MARIBYRNONG,2020,935000
MARONG,2020,465000
MARSHALL,2020,510000
MARYBOROUGH,2020,267000
MARYSVILLE,2020,465000
MCCRAE,2020,952500
MCKENZIE HILL,2020,544500
MCKINNON,2020,1680000
MCLOUGHLINS BEACH,2020,205000
MEADOW HEIGHTS,2020,499000
MEENIYAN,2020,349500
MELTON,2020,390000
MELTON SOUTH,2020,425000
MELTON WEST,2020,470000
MENTONE,2020,1051000
MERBEIN,2020,200000
MERINDA PARK,2020,527500
MERNDA,2020,570500
MERRIJIG (MANSFIELD),2020,619000
METUNG,2020,450000
MICKLEHAM,2020,569000
MIDDLE PARK,2020,2652500
MILDURA,2020,336000
MILL PARK,2020,690000
MILLGROVE,2020,425000
MINERS REST,2020,440000
MINYIP,2020,75000
MIRBOO NORTH,2020,375000
MITCHAM,2020,1065000
MITCHELL PARK,2020,330000
MOE,2020,250000
MONBULK,2020,650000
MONT ALBERT,2020,2200000
MONT ALBERT NORTH,2020,1400000
MONTMORENCY,2020,916500
MONTROSE,2020,728000
MOONEE PONDS,2020,1290000
MOORABBIN,2020,1075000
MOOROOLBARK,2020,720500
MOOROOP,2020,265000
MORDIALLOC,2020,1045000
MORNINGTON,2020,890000
MORTLAKE,2020,220000
MORWELL,2020,200500
MOUNT BEAUTY,2020,317000
MOUNT CLEAR,2020,413000
MOUNT DANDENONG,2020,791000
MOUNT DUNEED,2020,595000
MOUNT ELIZA,2020,1301500
MOUNT EVELYN,2020,710000
MOUNT HELEN,2020,470000
MOUNT MACEDON,2020,1043000
MOUNT MARTHA,2020,1400500
MOUNT PLEASANT,2020,412500
MOUNT WAVERLEY,2020,1296500
MULGRAVE,2020,834500
MURCHISON,2020,291500
MURRUMBEE,2020,1410500
MURTOA,2020,136500
MYRTLEFORD,2020,382500
GAMBIE,2020,460000
RRE WARREN,2020,610000
RRE WARREN NORTH,2020,1167500
RRE WARREN SOUTH,2020,660000
THALIA,2020,250000
NEERIM SOUTH,2020,487000
NELSON,2020,210000
NERRI,2020,635000
NEW GISBORNE,2020,721500
NEWBOROUGH,2020,290000
NEWCOMB,2020,476000
NEWINGTON,2020,735000
NEWLANDS ARM,2020,470000
NEWPORT,2020,1100000
NEWSTEAD,2020,470000
NEWTOWN (GREATER GEELONG),2020,945000
NHILL,2020,158500
NICHOLS POINT,2020,475000
NIDDRIE,2020,975000
NOBLE PARK,2020,674000
NOBLE PARK NORTH,2020,655500
NORLANE,2020,372000
NORTH BENDIGO,2020,375000
NORTH GEELONG,2020,551000
NORTH MELBOURNE,2020,1135000
NORTH WONTHAGGI,2020,417000
NORTHCOTE,2020,1413000
NOTTING HILL,2020,940000
NUMURKAH,2020,238000
NUWADING,2020,1039000
NYAH WEST,2020,129000
NYORA,2020,530000
OAK PARK,2020,903000
OAKLEIGH,2020,1200000
OAKLEIGH EAST,2020,986000
OAKLEIGH SOUTH,2020,980000
OCEAN GROVE,2020,782000
OFFICER,2020,590000
OFFICER SOUTH,2020,770000
OLINDA,2020,757500
OMEO,2020,238000
ORBOST,2020,220000
ORMOND,2020,1590000
OSBORNE,2020,851500
OUYEN,2020,121000
PAKENHAM,2020,526000
PARADISE BEACH,2020,248000
PARK ORCHARDS,2020,1515000
PARKDALE,2020,1200000
PARKVILLE,2020,1725000
PASCOE VALE,2020,930000
PASCOE VALE SOUTH,2020,1006000
PATTERSON GARDENS,2020,970000
PATTERSON LAKES,2020,1100000
PAYNESVILLE,2020,392500
PEARCEDALE,2020,665000
PETERBOROUGH,2020,550000
PIONEER BAY,2020,355000
PLENTY,2020,1202500
POINT COOK,2020,667000
POINT LONSDALE,2020,880000
POREPUNKAH,2020,610000
PORT ALBERT,2020,315000
PORT FAIRY,2020,663000
PORT FRANKLIN,2020,304500
PORT MELBOURNE,2020,1525000
PORT WELSHPOOL,2020,310000
PORTARLINGTON,2020,680000
PORTLAND,2020,295000
PORTLAND NORTH,2020,507000
PORTSEA,2020,2515000
PRAHRAN,2020,1632500
PRESTON,2020,1026000
PRINCES HILL,2020,1600000
PYRAMID HILL,2020,117500
QUARRY HILL,2020,430000
QUEENSCLIFF,2020,990000
RAINBOW,2020,82000
RAYMOND ISLAND,2020,416500
RED CLIFFS,2020,270000
REDAN,2020,386500
RESEARCH,2020,1179000
RESERVOIR,2020,805000
RHYLL,2020,579000
RICHMOND,2020,1353500
